,id,type_of_contract,type_of_contract2,channel,datetime,Term,payment_type,product,amount,state,overdue_count,overdue,credit rating,bank,cancellation,age,Mileage
3803,66209403,렌탈,Extension_Rental,서비스 방문,2019-10-27,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
3836,66760740,렌탈,Normal,서비스 방문,2019-10-27,36,CMS,K2,102900,계약확정,0,없음,1.0,국민은행,정상,46.95127366397195,
3837,66759736,렌탈,Normal,렌탈총판,2019-10-27,60,카드이체,K4,126900,계약확정,0,없음,1.0,삼성카드,정상,46.55178034059806,
3846,66172344,렌탈,Extension_Rental,서비스 방문,2019-10-27,60,CMS,K1,96900,계약확정,0,없음,2.0,대구은행,정상,46.54814322816361,
3948,66760856,렌탈,Package,홈쇼핑/방송,2019-10-27,60,CMS,K1,81900,계약확정,0,없음,2.0,하나은행,정상,46.55691547841592,
4040,66758360,렌탈,Normal,서비스 방문,2019-10-27,60,CMS,K1,118200,계약확정,0,없음,2.0,부산은행,정상,46.53568663280533,
4075,66760557,렌탈,Normal,렌탈총판,2019-10-27,60,CMS,K1,108900,계약확정,0,없음,2.0,우체국,정상,46.54112542796176,
4083,66205170,렌탈,Promotion,서비스 방문,2019-10-27,60,CMS,K2,90900,계약확정,0,없음,5.0,농협은행,정상,46.488107289447335,
4127,66760489,렌탈,Normal,R인터넷,2019-10-27,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
4137,66761168,렌탈,Normal,홈쇼핑/방송,2019-10-27,60,카드이체,K1,96900,계약확정,0,없음,4.0,국민카드,정상,46.505780002285476,
4152,66761016,렌탈,Package,서비스 방문,2019-10-27,60,CMS,K1,134700,계약확정,0,없음,6.0,국민은행,정상,46.44131070577153,
4174,66759335,렌탈,Normal,홈쇼핑/방송,2019-10-27,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
4209,66356287,렌탈,Promotion,서비스 방문,2019-10-28,60,CMS,K3,90900,계약확정,0,없음,4.0,국민은행,정상,46.5092889023864,
4301,66761650,렌탈,Promotion,렌탈총판,2019-10-28,39,카드이체,K5,120900,계약확정,0,없음,1.0,롯데카드,정상,46.89256474829791,
4311,66258194,렌탈,Extension_Rental,서비스 방문,2019-10-28,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
4317,66754075,렌탈,Normal,서비스 방문,2019-10-28,60,CMS,K1,142200,계약확정,0,없음,3.0,국민은행,정상,46.50046941946257,
4329,66736982,렌탈,Package,홈쇼핑/방송,2019-10-28,60,CMS,K2,81900,계약확정,0,없음,5.0,농협은행,정상,46.49337063959872,
4365,66761798,렌탈,Normal,서비스 방문,2019-10-28,60,CMS,K1,96900,계약확정,0,없음,6.0,하나은행,정상,46.46341677640735,
4376,66761436,렌탈,Promotion,일반,2019-10-28,60,카드이체,K1,96900,계약확정,0,없음,3.0,BC카드,정상,46.52696161522454,
4396,66761391,렌탈,Normal,홈쇼핑/방송,2019-10-28,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
4401,66126499,렌탈,Extension_Rental,서비스 방문,2019-10-28,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
4406,66760010,렌탈,Package,홈쇼핑/방송,2019-10-28,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
4411,66761966,렌탈,Package,홈쇼핑/방송,2019-10-28,60,CMS,K1,81900,계약확정,0,없음,2.0,국민은행,정상,46.55691547841592,
4441,66156466,렌탈,Promotion,서비스 방문,2019-10-28,60,카드이체,K3,90900,계약확정,0,없음,5.0,신한카드,정상,46.488107289447335,
4455,66761039,렌탈,Package,서비스 방문,2019-10-28,60,카드이체,K2,89400,계약확정,0,없음,6.0,외환카드,정상,46.4678029015335,
4466,66760321,렌탈,Promotion,일반,2019-10-28,60,CMS,K1,141900,계약확정,0,없음,3.0,신협중앙회,정상,46.50064486446762,
4481,66760492,렌탈,Package,홈쇼핑/방송,2019-10-28,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
4485,66754003,렌탈,Promotion,서비스 방문,2019-10-28,60,CMS,K2,90900,계약확정,0,없음,1.0,기업은행,정상,46.5728337412036,
4491,66761883,렌탈,Promotion,렌탈총판,2019-10-28,60,CMS,K1,111900,계약확정,0,없음,2.0,우리은행,정상,46.539370977911304,
4509,66761515,렌탈,Promotion,하이마트,2019-10-28,60,CMS,K1,96900,계약확정,0,없음,6.0,하나은행,정상,46.46341677640735,
4512,66757182,렌탈,Promotion,서비스 방문,2019-10-28,60,CMS,K1,105900,계약확정,0,없음,1.0,씨티은행,정상,46.56406149095129,
4522,66761894,렌탈,Promotion,서비스 방문,2019-10-28,60,카드이체,K2,90900,계약확정,0,없음,2.0,롯데카드,정상,46.551652128264536,
4539,66188423,렌탈,Extension_Rental,서비스 방문,2019-10-28,60,CMS,K1,96900,계약확정,0,없음,3.0,외환은행,정상,46.52696161522454,
4549,66186330,렌탈,Promotion,서비스 방문,2019-10-28,60,CMS,K2,90900,계약확정,0,없음,5.0,농협은행,정상,46.488107289447335,
4572,66761482,렌탈,Normal,서비스 방문,2019-10-28,60,CMS,K1,96900,계약확정,0,없음,4.0,농협은행,정상,46.505780002285476,
4586,66675557,렌탈,Promotion,서비스 방문,2019-10-28,60,카드이체,K2,90900,계약확정,0,없음,2.0,롯데카드,정상,46.551652128264536,
4588,66329179,렌탈,Promotion,서비스 방문,2019-10-28,60,카드이체,K2,90900,계약확정,0,없음,2.0,국민카드,정상,46.551652128264536,
4614,66758160,렌탈,Promotion,영업방판,2019-10-28,39,CMS,K5,120900,계약확정,0,없음,5.0,국민은행,정상,46.80783829654165,
4665,66190164,렌탈,Extension_Rental,서비스 방문,2019-10-28,60,CMS,K1,102900,계약확정,0,없음,4.0,농협은행,정상,46.50227110218456,
4668,66760962,렌탈,Promotion,홈쇼핑/방송,2019-10-28,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
4727,66424831,멤버십,TAS,렌탈재계약,2019-10-28,12,CMS,K1,66900,계약확정,0,없음,2.0,농협은행,정상,47.33660317460863,
4783,66761667,렌탈,Promotion,일반,2019-10-28,60,CMS,K1,96900,계약확정,0,없음,2.0,새마을금고,정상,46.54814322816361,
4826,66149955,렌탈,Extension_Rental,서비스 방문,2019-10-29,60,CMS,K1,102900,계약확정,0,없음,1.0,신한은행,정상,46.56581594100175,
4863,66424383,멤버십,TAS,렌탈재계약,2019-10-29,12,CMS,K1,66900,해약확정,0,없음,7.0,새마을금고,해약,47.230695109913306,
4864,66762509,렌탈,Normal,서비스 방문,2019-10-29,60,카드이체,K1,96900,계약확정,0,없음,6.0,현대카드,정상,46.46341677640735,
4877,66310284,렌탈,Package,홈쇼핑/방송,2019-10-29,60,CMS,K2,81900,계약확정,0,없음,4.0,우체국,정상,46.51455225253779,
4894,66756498,렌탈,Package,홈쇼핑/방송,2019-10-29,60,카드이체,K1,81900,계약확정,0,없음,4.0,롯데카드,정상,46.51455225253779,
4903,66761521,렌탈,Promotion,하이마트,2019-10-29,60,카드이체,K1,105900,계약확정,0,없음,2.0,삼성카드,정상,46.54287987801222,
4914,66761684,렌탈,Normal,서비스 방문,2019-10-29,60,CMS,K1,96900,계약확정,0,없음,9.0,국민은행,정상,46.399871937590156,
4927,66762282,렌탈,Promotion,일반,2019-10-29,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
4951,66762597,렌탈,Package,홈쇼핑/방송,2019-10-29,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
4966,66760921,렌탈,Promotion,영업방판,2019-10-29,60,CMS,K1,124200,계약확정,0,없음,6.0,부산은행,정상,46.447451280948144,
4978,66759478,렌탈,Package,홈쇼핑/방송,2019-10-29,60,CMS,K1,81900,계약확정,0,없음,1.0,농협은행,정상,46.578097091354984,
5005,66421222,렌탈,Extension_Rental,서비스 방문,2019-10-29,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
5055,66762532,렌탈,Promotion,R인터넷,2019-10-29,60,CMS,K1,111900,계약확정,7,있음,7.0,대구은행,정상,46.433462913215976,
5069,66558579,렌탈,Package,홈쇼핑/방송,2019-10-29,60,CMS,K1,81900,계약확정,0,없음,6.0,국민은행,정상,46.472189026659656,
5088,66761648,렌탈,Package,홈쇼핑/방송,2019-10-29,60,CMS,K2,81900,계약확정,0,없음,2.0,SC제일은행,정상,46.55691547841592,
5109,66424116,렌탈,Extension_Rental,서비스 방문,2019-10-29,60,CMS,K1,102900,계약확정,0,없음,2.0,광주은행,정상,46.544634328062685,
5171,66199107,렌탈,Promotion,서비스 방문,2019-10-29,60,카드이체,K2,90900,계약확정,0,없음,4.0,롯데카드,정상,46.5092889023864,
5191,66421418,렌탈,Extension_Rental,서비스 방문,2019-10-29,60,CMS,K1,102900,계약확정,0,없음,6.0,국민은행,정상,46.459907876306424,
5215,66762599,렌탈,Promotion,렌탈총판,2019-10-29,60,CMS,K1,105900,계약확정,0,없음,2.0,새마을금고,정상,46.54287987801222,
5246,66458737,렌탈,Extension_Rental,서비스 방문,2019-10-29,60,CMS,K1,96900,계약확정,1,있음,2.0,국민은행,정상,46.54814322816361,
5261,66761481,렌탈,Package,서비스 방문,2019-10-29,60,CMS,K1,104400,계약확정,0,없음,7.0,농협은행,정상,46.43784903834213,
5275,66266869,멤버십,TAS,렌탈재계약,2019-10-29,12,CMS,K1,66900,계약확정,0,없음,6.0,우리은행,정상,47.25187672285237,
5313,66762380,렌탈,Normal,서비스 방문,2019-10-29,60,CMS,K2,87900,계약확정,0,없음,3.0,기업은행,정상,46.53222496537593,
5354,66760999,렌탈,Normal,서비스 방문,2019-10-29,60,CMS,K3,102900,계약확정,0,없음,2.0,국민은행,정상,46.544634328062685,
5362,66762483,렌탈,Promotion,하이마트,2019-10-29,60,CMS,K1,96900,계약확정,0,없음,1.0,농협은행,정상,46.56932484110268,
5402,66762126,렌탈,Package,영업방판,2019-10-29,60,카드이체,K1,81900,계약확정,0,없음,3.0,외환카드,정상,46.53573386547686,
5421,66762083,렌탈,Package,홈쇼핑/방송,2019-10-29,60,CMS,K2,81900,계약확정,0,없음,4.0,신한은행,정상,46.51455225253779,
5482,66761888,렌탈,Package,홈쇼핑/방송,2019-10-29,60,카드이체,K1,81900,계약확정,0,없음,6.0,롯데카드,정상,46.472189026659656,
5503,66269864,렌탈,Promotion,서비스 방문,2019-10-29,60,CMS,K1,102900,계약확정,0,없음,1.0,경남은행,정상,46.56581594100175,
5508,66424773,렌탈,Extension_Rental,서비스 방문,2019-10-29,60,CMS,K1,102900,계약확정,0,없음,1.0,국민은행,정상,46.56581594100175,
5523,66761927,렌탈,Promotion,전자랜드,2019-10-29,60,카드이체,K1,96900,계약확정,0,없음,5.0,롯데카드,정상,46.48459838934642,
5562,66761572,렌탈,Package,홈쇼핑/방송,2019-10-29,60,CMS,K1,81900,계약확정,0,없음,6.0,국민은행,정상,46.472189026659656,
5570,66762443,렌탈,Normal,서비스 방문,2019-10-29,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
5571,66762011,렌탈,Normal,영업방판,2019-10-29,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
5621,66762578,렌탈,Package,홈쇼핑/방송,2019-10-30,60,CMS,K2,81900,계약확정,0,없음,2.0,우리은행,정상,46.55691547841592,
5647,66761739,렌탈,Promotion,R인터넷,2019-10-30,60,CMS,K1,105900,계약확정,0,없음,1.0,기업은행,정상,46.56406149095129,
5662,66762953,렌탈,Normal,렌탈총판,2019-10-30,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
5729,66759577,렌탈,Package,홈쇼핑/인터넷,2019-10-30,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
5735,66762643,렌탈,Package,홈쇼핑/방송,2019-10-30,60,카드이체,K1,81900,계약확정,0,없음,2.0,BC카드,정상,46.55691547841592,
5755,66761908,렌탈,Promotion,렌탈총판,2019-10-30,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
5775,66509987,렌탈,Promotion,홈쇼핑/방송,2019-10-30,60,카드이체,K1,96900,계약확정,0,없음,3.0,롯데카드,정상,46.52696161522454,
5790,66762087,렌탈,Promotion,홈쇼핑/방송,2019-10-30,60,카드이체,K1,96900,계약확정,0,없음,5.0,국민카드,정상,46.48459838934642,
5877,66131047,렌탈,Package,홈쇼핑/방송,2019-10-30,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
5886,66762934,렌탈,Package,홈쇼핑/방송,2019-10-30,60,카드이체,K1,81900,계약확정,0,없음,3.0,롯데카드,정상,46.53573386547686,
5888,66762502,렌탈,Promotion,서비스 방문,2019-10-30,60,CMS,K1,105900,계약확정,0,없음,1.0,우리은행,정상,46.56406149095129,
5949,66760616,렌탈,Package,서비스 방문,2019-10-30,60,카드이체,K1,81900,계약확정,0,없음,5.0,롯데카드,정상,46.49337063959872,
5967,66762573,렌탈,Package,서비스 방문,2019-10-30,60,CMS,K1,81900,계약확정,0,없음,1.0,국민은행,정상,46.578097091354984,
5972,66762143,렌탈,Promotion,렌탈총판,2019-10-30,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
6059,66521860,렌탈,Normal,서비스 방문,2019-10-30,60,카드이체,K2,105900,계약확정,0,없음,3.0,롯데카드,정상,46.52169826507316,
6105,66762621,렌탈,Normal,서비스 방문,2019-10-30,36,CMS,K2,102900,계약확정,0,없음,2.0,경남은행,정상,46.93009205103289,
6138,66761580,렌탈,Package,홈쇼핑/방송,2019-10-30,60,카드이체,K1,81900,계약확정,0,없음,7.0,롯데카드,정상,46.451007413720596,
6200,66762808,렌탈,Package,렌탈총판,2019-10-31,60,카드이체,K1,98400,계약확정,0,없음,1.0,국민카드,정상,46.56844761607744,
6210,66420793,렌탈,Extension_Rental,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,2.0,우체국,정상,46.54814322816361,
6218,66763316,렌탈,Package,렌탈총판,2019-10-31,60,카드이체,K2,81900,계약확정,0,없음,1.0,국민카드,정상,46.578097091354984,
6242,66763215,렌탈,Package,서비스 방문,2019-10-31,60,CMS,K1,98400,계약확정,0,없음,6.0,신한은행,정상,46.46253955138212,
6247,66424020,멤버십,TAS,렌탈재계약,2019-10-31,12,CMS,K1,78900,계약확정,0,없음,7.0,우리은행,정상,47.223677309711455,
6269,66763361,렌탈,Normal,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,2.0,신한은행,정상,46.54814322816361,
6275,66759239,렌탈,Promotion,홈쇼핑/방송,2019-10-31,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
6278,66425592,멤버십,TAS,렌탈재계약,2019-10-31,12,CMS,K1,66900,계약확정,1,있음,2.0,농협은행,정상,47.33660317460863,
6281,66763177,렌탈,Promotion,서비스 방문,2019-10-31,60,카드이체,K1,111900,계약확정,0,없음,2.0,롯데카드,정상,46.539370977911304,
6311,66746071,렌탈,Package,홈쇼핑/방송,2019-10-31,60,CMS,K2,80400,계약확정,0,없음,6.0,신한은행,정상,46.47306625168489,
6323,66763102,렌탈,Normal,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
6327,66754398,렌탈,Package,전자랜드,2019-10-31,60,CMS,K1,81900,계약확정,0,없음,3.0,국민은행,정상,46.53573386547686,
6328,66754398,렌탈,Package,전자랜드,2019-10-31,60,CMS,K2,81900,계약확정,0,없음,3.0,국민은행,정상,46.53573386547686,
6337,66761709,렌탈,Promotion,서비스 방문,2019-10-31,60,CMS,K3,90900,계약확정,0,없음,2.0,국민은행,정상,46.551652128264536,
6361,66762906,렌탈,Promotion,렌탈총판,2019-10-31,60,카드이체,K1,105900,계약확정,0,없음,4.0,롯데카드,정상,46.500516652134095,
6366,66425311,멤버십,TAS,렌탈재계약,2019-10-31,12,카드이체,K1,66900,계약확정,0,없음,5.0,현대카드,정상,47.27305833579144,
6379,66592453,렌탈,Promotion,서비스 방문,2019-10-31,60,CMS,K2,90900,계약확정,0,없음,2.0,농협은행,정상,46.551652128264536,
6386,66622440,렌탈,Package,서비스 방문,2019-10-31,60,카드이체,K2,81900,계약확정,0,없음,2.0,BC카드,정상,46.55691547841592,
6400,66762456,렌탈,Promotion,렌탈총판,2019-10-31,60,CMS,K1,111900,계약확정,0,없음,2.0,농협은행,정상,46.539370977911304,
6442,66422146,멤버십,TAS,렌탈재계약,2019-10-31,12,CMS,K1,66900,기간만료,0,없음,7.0,농협은행,정상,47.230695109913306,
6484,66763349,렌탈,Normal,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,8.0,국민은행,정상,46.421053550529216,
6552,66763156,렌탈,Normal,렌탈총판,2019-10-31,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
6566,66763207,렌탈,Promotion,서비스 방문,2019-10-31,60,카드이체,K1,102900,계약확정,0,없음,6.0,BC카드,정상,46.459907876306424,
6568,66179542,렌탈,Normal,서비스 방문,2019-10-31,36,CMS,K2,102900,계약확정,2,있음,5.0,신한은행,정상,46.86654721221569,
6573,66763416,렌탈,Package,홈쇼핑/방송,2019-10-31,60,CMS,K2,81900,계약확정,0,없음,6.0,국민은행,정상,46.472189026659656,
6660,66762429,렌탈,Package,홈쇼핑/방송,2019-10-31,60,카드이체,K1,81900,계약확정,0,없음,2.0,삼성카드,정상,46.55691547841592,
6737,66156626,렌탈,Extension_Rental,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,2.0,신협중앙회,정상,46.54814322816361,
6740,66758825,렌탈,Promotion,전자랜드,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,8.0,우체국,정상,46.421053550529216,
6784,66258122,렌탈,Extension_Rental,서비스 방문,2019-10-31,60,카드이체,K1,96900,계약확정,0,없음,2.0,현대카드,정상,46.54814322816361,
6805,66763009,렌탈,Normal,서비스 방문,2019-10-31,60,CMS,K2,87900,계약확정,0,없음,4.0,신한은행,정상,46.511043352436864,
6826,66421896,렌탈,Normal,서비스 방문,2019-10-31,60,CMS,K2,87900,계약확정,0,없음,8.0,대구은행,정상,46.426316900680604,
6829,66423558,렌탈,Extension_Rental,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,1,있음,6.0,국민은행,정상,46.46341677640735,
6845,66420986,렌탈,Extension_Rental,서비스 방문,2019-10-31,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
6853,66751238,렌탈,Promotion,일반,2019-10-31,60,CMS,K2,87900,계약확정,0,없음,6.0,국민은행,정상,46.46868012655874,
6871,66762261,렌탈,Promotion,영업방판,2019-11-01,60,카드이체,K1,105900,계약확정,0,없음,1.0,BC카드,정상,46.56406149095129,
6880,66761998,렌탈,Package,홈쇼핑/방송,2019-11-01,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
6883,66762890,렌탈,Promotion,R인터넷,2019-11-01,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
6902,66761163,렌탈,Promotion,하이마트,2019-11-01,60,카드이체,K1,105900,계약확정,0,없음,3.0,국민카드,정상,46.52169826507316,
6918,66763522,렌탈,Promotion,홈쇼핑/방송,2019-11-01,60,CMS,K1,96900,계약확정,0,없음,4.0,신한은행,정상,46.505780002285476,
